116,47849,47849,ALESSANDRO TIECHER DOS SANTOS,M,BRA,[Serial] GIN LEOPARD,,GIN TEAM - TOP FLY PARAGLIDING,FGVL,Gin Team,885,423,103,215,823,0,0,0,0,0,0,0,2449
117,14547,14547,GUSTAVO ALVES RUSSI,M,BRA,[Serial] FLOW XC RACER,,HG HELICENTRO GUARATIBA,FVLERJ,Serial Rio,790,612,0,495,525,0,0,0,0,0,0,0,2422
118,36411,36411,JEOVAN PEREIRA DOS SANTOS,M,BRA,[CCC] OZONE ENZO 3,,CANOA QUEBRADO ARACAT CE,FEPACE,,470,403,226,819,438,0,0,0,0,0,0,0,2356
119,63891,63891,RODRIGO DE SOUZA ARAUJO FERNANDES,M,BRA,[Serial] NIVIUK PEAK 5,Gin Genie Race 4,Loja Alta Montanha / Oficina de Parapente Vento Norte,FVLP,Equipe Paranaense,0,0,0,0,0,44,552,780,387,48,65,475,2351
120,40577,40577,EURISMAR DE FREITAS MOURA JUNIOR,M,BRA,[Serial] OZONE ZENO,,QUIXADA AVENTURA,FEPACE,,581,406,241,275,790,0,0,0,0,0,0,0,2293
121,65653,65653,ARTHUR GRANDINI RODELLA,M,BRA,[CCC] SOL LT ONE,Sol CX Max,,FVLP,Equipe Paranaense,534,243,65,262,461,75,574,0,0,0,0,0,2214
122,5103,5103,SANDRO BICHIBICHI,M,BRA,[Serial] GIN LEOPARD,,,FVLP,,167,343,300,748,617,0,0,0,0,0,0,0,2175
123,3031,3031,MAURO ALESSANDRO DA SILVEIRA ARRUDA,M,BRA,[CCC] OZONE ENZO 3,,ELETRO TERRA ENGENHARIA DE AUTOMAÇÃO,FMVL,SC Master Team,0,0,0,0,0,151,0,958,956,64,0,0,2129
124,33399,33399,LEANDRO SANTOS PATRICIO,M,BRA,[Serial] FLOW XC RACER,,,FMVL,,403,243,88,709,679,0,0,0,0,0,0,0,2122
125,38481,38481,VAGNER PILLAR,M,BRA,[Serial] OZONE ZENO,,PILLAR ADVOGADOS,FGVL,,81,612,0,761,622,0,0,0,0,0,0,0,2076
126,32998,32998,STEFANO PARENTI FILHO,M,BRA,[Sport] SKYWALK CAYENNE 5,Gin Genie Race 4,ATHIVE Saúde e Movimento - ASPARTEC Energia Solar,FPVL,,0,0,0,0,0,47,400,501,280,168,606,44,2046
127,31310,31310,DANIEL MAYALL MORAIS DE ARAUJO,M,BRA,[Serial] NIVIUK PEAK 5,Supair Skyper 2,ECCO - ENERGY CONSULTING COMPANY,FVLERJ,Rio2021,0,0,0,0,0,77,806,665,360,38,61,22,2029
128,52371,52371,THIAGO DUARTE DE BRITO,M,BRA,[CCC] OZONE ENZO 3,Gin Genie Race 4,,FPVL,,0,0,0,0,0,960,929,0,0,0,0,0,1889
129,26333,26333,LEANDRO HENRIQUE DE PADUA,M,BRA,[CCC] GIN BOOMERANG 11,,WWW.FAROHOTEIS.COM.BR,FMVL,Gin Team,481,870,47,163,312,0,0,0,0,0,0,0,1873
130,46937,46937,LUIZ FERNANDO DE CASTRO,M,BRA,[Sport] NOVA TRITON 2,,MAXION,FMVL,,0,271,171,597,774,0,0,0,0,0,0,0,1813
131,14813,14813,ALEXANDRE VIEIRA MALCHER,M,BRA,[CCC] NIVIUK ICEPEAK X-ONE,,,FVLERJ,Niviuk Brasil,487,324,47,254,642,0,0,0,0,0,0,0,1754
132,72751,72751,PHIL HAEGLER,M,BRA,[Sport] OZONE ALPINA 4,,,FVLERJ,Rio2021,605,602,0,210,283,0,0,0,0,0,0,0,1700
132,69853,69853,THEILOR JUNIOR TAIARIOL,M,BRA,[Sport] NIVIUK ARTIC 5,,,,,296,264,47,416,677,0,0,0,0,0,0,0,1700
134,37412,37412,ALAN JOSE CECCATO,M,BRA,[Sport] OZONE DELTA 3,Gin Genie Race 3,3 EM1 FILMES,FGVL,,0,0,0,0,0,188,627,88,392,207,33,0,1535
135,20635,20635,JOSE CARLOS DE SOUZA,M,BRA,[Serial] SKYWALK POISON X-ALPES,,PIZZARIA FLYTIME,FBVL,,360,188,64,210,461,0,0,0,0,0,0,0,1283
136,3015,3015,BRUNO MENESCAL,M,BRA,[CCC] - UP GURU,,DUDEK BRASIL,FVLERJ,,437,102,142,225,294,0,0,0,0,0,0,0,1200
137,31062,31062,DENIS ROBERTO DA CUNHA,M,BRA,[CCC] OZONE ENZO 3,,M2 PISCINAS,FCVL-SC,,0,0,0,0,0,51,868,65,0,0,0,0,984
138,44766,44766,MARCO VINICIUS AZEVEDO VIOLANTE,M,BRA,[Serial] NIVIUK PEAK 4,Woody Valey XR6,PREFEITURA MUNICIPAL DE RIO BONITO,FVLERJ,,0,89,47,254,47,174,132,0,61,72,33,0,909
139,74359,74359,JOSE SERGIO WERNER,M,BRA,[B] SOL SYCROSS 2,,,FCVL-SC,,114,63,90,88,132,0,0,0,0,0,0,0,487
140,31649,31649,MARCELO DIAS LOPES,M,BRA,[Serial] OZONE ZENO,,PARAPENTE BRASIL,FVLERJ,,79,103,0,0,0,0,0,0,0,0,0,0,182
141,39754,39754,SAMUEL MILANI PEREIRA,M,BRA,[CCC] OZONE ENZO 3,Woody Valey XR7,Z-NINE CYCLING SPORTSWEAR,FMVL,,0,0,0,0,0,152,0,0,0,0,0,0,152
142,52223,52223,LUCAS BECKER AXELRUD,M,BRA,[Sport] OZONE DELTA 4,Gin Genie Race 4,,FGVL,,0,0,0,0,0,0,0,0,0,0,33,0,33
143,2430,2430,FERNANDO ROCHA OLIVEIRA,M,BRA,[Serial] OZONE ZENO,,BOM VOO,FVLERJ,,0,0,0,0,0,0,0,0,0,0,0,0,0
